epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,12.0241,1.11244,1.89289,1.06331,0.00487,0.63333,0.19489,0.09124,1.65034,3.62233,1.1997,0.00058219,0.00058219,0.00058219
19,12.6321,0.97387,1.76585,0.97048,0.00462,0.6,0.15164,0.08523,1.70897,3.63326,1.21122,0.000608132,0.000608132,0.000608132
20,13.2741,1.18215,1.86208,1.01292,0.00487,0.63333,0.11959,0.06568,1.84142,3.6707,1.25319,0.000633282,0.000633282,0.000633282
21,13.8871,1.01368,1.69143,1.03692,0.00538,0.7,0.12968,0.07643,1.80304,3.71053,1.21484,0.00065764,0.00065764,0.00065764
22,14.4421,1.21525,1.90984,0.96024,0.00538,0.7,0.17024,0.09452,1.77825,3.65264,1.25803,0.000681206,0.000681206,0.000681206
23,14.9881,1.00429,1.75926,1.05914,0.00538,0.7,0.15455,0.0836,1.76262,3.60051,1.25722,0.00070398,0.00070398,0.00070398
24,15.5501,1.17468,1.5052,1.00078,0.00538,0.7,0.24587,0.12899,1.82194,3.57214,1.36024,0.000725962,0.000725962,0.000725962
25,16.1361,1.28932,1.71112,1.05186,0.00538,0.7,0.30272,0.13781,1.8798,3.51922,1.34327,0.000747152,0.000747152,0.000747152
26,16.7161,1.0318,1.81074,1.07942,0.00513,0.66667,0.27981,0.12365,1.94228,3.48216,1.39843,0.00076755,0.00076755,0.00076755
27,17.2701,1.2201,1.65901,1.00591,0.00538,0.7,0.29512,0.12613,1.95702,3.4751,1.41318,0.000787156,0.000787156,0.000787156
28,17.7731,0.97787,1.59402,0.9765,0.00538,0.7,0.29512,0.12613,1.95702,3.4751,1.41318,0.00080597,0.00080597,0.00080597
29,18.3031,1.05804,1.4559,0.97887,0.0059,0.76667,0.32679,0.11837,1.92863,3.40357,1.39133,0.000823992,0.000823992,0.000823992
30,18.8691,1.21064,1.60385,1.01895,0.56533,0.03333,0.31404,0.12364,1.79999,3.36271,1.27119,0.000841222,0.000841222,0.000841222
31,19.4611,0.98046,1.49283,1.00267,0.56533,0.03333,0.31404,0.12364,1.79999,3.36271,1.27119,0.00085766,0.00085766,0.00085766
32,20.0071,1.04487,1.37488,1.01776,0.73157,0.1828,0.28676,0.13588,1.7992,3.25531,1.29477,0.000873306,0.000873306,0.000873306
33,20.5856,0.98359,1.34529,0.94212,0.68222,0.07289,0.2287,0.10878,1.77162,3.19453,1.38444,0.00088816,0.00088816,0.00088816
34,21.1131,0.97509,1.40777,0.96725,0.68222,0.07289,0.2287,0.10878,1.77162,3.19453,1.38444,0.000902222,0.000902222,0.000902222
35,21.6481,1.08121,1.42325,0.96931,0.23158,0.10049,0.12764,0.07352,1.63241,3.26373,1.3149,0.000915492,0.000915492,0.000915492
36,22.2031,1.18653,1.46766,1.05907,0.45614,0.06667,0.11842,0.06805,1.66209,3.33516,1.30838,0.00092797,0.00092797,0.00092797
37,22.7251,1.05051,1.39522,0.98905,0.45614,0.06667,0.11842,0.06805,1.66209,3.33516,1.30838,0.000939656,0.000939656,0.000939656
38,23.2491,1.39183,1.7442,1.12943,0.85781,0.1,0.13996,0.06588,1.87571,3.34784,1.38341,0.00095055,0.00095055,0.00095055
39,23.7746,1.01715,1.55218,0.97663,0.884,0.13333,0.17832,0.07363,1.94591,3.36968,1.34887,0.000960652,0.000960652,0.000960652
40,24.2819,1.0098,1.33817,1.00629,0.884,0.13333,0.17832,0.07363,1.94591,3.36968,1.34887,0.000969962,0.000969962,0.000969962
41,24.7999,0.90856,1.21596,0.94664,0.95874,0.16667,0.20268,0.08463,1.85836,3.24422,1.47299,0.00097848,0.00097848,0.00097848
42,25.3314,1.01888,1.42722,0.99428,0.92117,0.2,0.23581,0.10287,1.864,3.26997,1.50262,0.000986206,0.000986206,0.000986206
43,25.8714,1.05008,1.42818,0.97525,0.92117,0.2,0.23581,0.10287,1.864,3.26997,1.50262,0.00099314,0.00099314,0.00099314
44,26.4364,0.91088,1.47549,0.98659,0.48016,0.2,0.17907,0.0823,1.78146,3.28546,1.35937,0.000999282,0.000999282,0.000999282
45,26.9654,0.92259,1.33005,0.98173,0.48016,0.2,0.17907,0.0823,1.78146,3.28546,1.35937,0.00100463,0.00100463,0.00100463
46,27.5424,0.86644,1.31244,0.91151,0.26808,0.147,0.13285,0.07421,1.89287,3.25462,1.4315,0.00100919,0.00100919,0.00100919
47,28.0624,0.97417,1.26015,0.95943,0.26808,0.147,0.13285,0.07421,1.89287,3.25462,1.4315,0.00101296,0.00101296,0.00101296
48,28.6144,1.05443,1.27888,1.00335,0.21577,0.2,0.10026,0.0492,2.00625,3.20767,1.53732,0.00101593,0.00101593,0.00101593
49,29.1284,0.8784,1.1791,0.95063,0.21577,0.2,0.10026,0.0492,2.00625,3.20767,1.53732,0.00101811,0.00101811,0.00101811
50,29.6614,0.99461,1.23622,0.99825,0.22698,0.23333,0.15653,0.06714,1.92312,3.02343,1.58152,0.0010195,0.0010195,0.0010195
51,30.1924,0.92419,1.25971,1.00026,0.22698,0.23333,0.15653,0.06714,1.92312,3.02343,1.58152,0.00101,0.00101,0.00101
52,30.7254,0.79664,1.32051,0.97895,0.30572,0.23333,0.14661,0.07103,1.90834,2.86986,1.5644,0.0009902,0.0009902,0.0009902
53,31.2364,0.92908,1.26463,0.92534,0.30572,0.23333,0.14661,0.07103,1.90834,2.86986,1.5644,0.0009704,0.0009704,0.0009704
54,31.7784,0.93228,1.24161,0.98712,0.50668,0.26667,0.34544,0.14901,1.99868,2.63069,1.60197,0.0009506,0.0009506,0.0009506
55,32.2929,0.89555,1.17961,0.96221,0.50668,0.26667,0.34544,0.14901,1.99868,2.63069,1.60197,0.0009308,0.0009308,0.0009308
56,32.824,0.82974,1.29355,1.02425,0.65779,0.53333,0.54788,0.1976,1.99241,2.41516,1.55834,0.000911,0.000911,0.000911
57,33.3705,0.90233,1.17462,0.92861,0.65779,0.53333,0.54788,0.1976,1.99241,2.41516,1.55834,0.0008912,0.0008912,0.0008912
58,33.9065,0.92038,1.2543,0.93913,0.88948,0.53333,0.68537,0.25418,1.95851,2.20755,1.53102,0.0008714,0.0008714,0.0008714
59,34.4295,0.82758,1.22219,0.95912,0.88948,0.53333,0.68537,0.25418,1.95851,2.20755,1.53102,0.0008516,0.0008516,0.0008516
60,34.9705,0.7773,1.10073,0.90816,0.82403,0.62464,0.69206,0.27379,2.03791,2.00558,1.67994,0.0008318,0.0008318,0.0008318
61,35.5015,0.83059,1.16839,0.92868,0.82403,0.62464,0.69206,0.27379,2.03791,2.00558,1.67994,0.000812,0.000812,0.000812
62,36.0305,0.86927,1.14817,0.92114,0.79806,0.6589,0.65746,0.24547,2.10879,1.94231,1.62998,0.0007922,0.0007922,0.0007922
63,36.5465,0.87499,1.05477,0.9102,0.79806,0.6589,0.65746,0.24547,2.10879,1.94231,1.62998,0.0007724,0.0007724,0.0007724
64,37.071,0.92506,1.18975,0.92256,0.84695,0.56667,0.6452,0.24462,2.13245,2.00274,1.64214,0.0007526,0.0007526,0.0007526
65,37.602,0.85017,1.11966,0.93964,0.84695,0.56667,0.6452,0.24462,2.13245,2.00274,1.64214,0.0007328,0.0007328,0.0007328
66,38.1365,0.80203,1.10162,0.89243,0.7072,0.66667,0.62271,0.2485,2.1256,2.01831,1.7138,0.000713,0.000713,0.000713
67,38.6625,0.74996,1.02473,0.84362,0.7072,0.66667,0.62271,0.2485,2.1256,2.01831,1.7138,0.0006932,0.0006932,0.0006932
68,39.2,0.78517,0.9983,0.91941,0.80417,0.53333,0.60232,0.2357,2.13137,2.01804,1.79241,0.0006734,0.0006734,0.0006734
69,39.7266,0.7727,1.07204,0.89536,0.80417,0.53333,0.60232,0.2357,2.13137,2.01804,1.79241,0.0006536,0.0006536,0.0006536
70,40.2566,0.73186,1.28288,0.99227,0.8121,0.53333,0.60504,0.2334,2.16434,2.03889,1.75514,0.0006338,0.0006338,0.0006338
71,40.7886,0.85973,1.06511,0.89578,0.8121,0.53333,0.60504,0.2334,2.16434,2.03889,1.75514,0.000614,0.000614,0.000614
72,41.3216,0.80319,1.16477,0.90295,0.83423,0.56667,0.65696,0.24894,2.13045,1.95866,1.6858,0.0005942,0.0005942,0.0005942
73,41.8426,0.67157,1.05769,0.90008,0.83423,0.56667,0.65696,0.24894,2.13045,1.95866,1.6858,0.0005744,0.0005744,0.0005744
74,42.3776,0.81953,0.99433,0.966,0.79693,0.56667,0.65224,0.26939,2.01666,1.94297,1.56657,0.0005546,0.0005546,0.0005546
75,42.9117,0.73483,1.01353,0.90923,0.79693,0.56667,0.65224,0.26939,2.01666,1.94297,1.56657,0.0005348,0.0005348,0.0005348
76,43.4597,0.83721,1.10487,0.96163,0.83289,0.56667,0.6442,0.28044,1.94635,1.83176,1.46014,0.000515,0.000515,0.000515
77,43.9647,0.7515,1.36691,0.9846,0.83289,0.56667,0.6442,0.28044,1.94635,1.83176,1.46014,0.0004952,0.0004952,0.0004952
78,44.4987,0.89149,1.03448,0.93283,0.72133,0.69049,0.65043,0.27187,1.95667,1.81236,1.43497,0.0004754,0.0004754,0.0004754
79,45.0137,0.88225,0.99043,0.90865,0.72133,0.69049,0.65043,0.27187,1.95667,1.81236,1.43497,0.0004556,0.0004556,0.0004556
80,45.5567,0.70521,0.9572,0.87512,0.79933,0.66399,0.67298,0.27382,1.96938,1.6883,1.42425,0.0004358,0.0004358,0.0004358
81,46.0697,0.9233,1.1316,0.98806,0.79933,0.66399,0.67298,0.27382,1.96938,1.6883,1.42425,0.000416,0.000416,0.000416
82,46.6137,0.72059,0.91935,0.87752,0.85558,0.6,0.70153,0.28361,1.93465,1.62109,1.41389,0.0003962,0.0003962,0.0003962
83,47.1838,0.86297,1.13796,0.95429,0.85558,0.6,0.70153,0.28361,1.93465,1.62109,1.41389,0.0003764,0.0003764,0.0003764
84,47.7228,0.71771,0.91539,0.90182,0.92428,0.63333,0.76126,0.28718,1.94085,1.60369,1.43601,0.0003566,0.0003566,0.0003566
85,48.2558,0.7302,0.92434,0.91338,0.92428,0.63333,0.76126,0.28718,1.94085,1.60369,1.43601,0.0003368,0.0003368,0.0003368
86,48.8048,0.8132,1.21934,0.9607,0.93008,0.63333,0.76266,0.30633,1.94819,1.59491,1.46977,0.000317,0.000317,0.000317
87,49.3258,0.69314,0.96597,0.91552,0.93008,0.63333,0.76266,0.30633,1.94819,1.59491,1.46977,0.0002972,0.0002972,0.0002972
88,49.8608,0.77763,0.95046,0.89285,0.9336,0.6,0.72438,0.3036,1.97292,1.59169,1.5142,0.0002774,0.0002774,0.0002774
89,50.3788,0.77653,0.98329,0.9237,0.9336,0.6,0.72438,0.3036,1.97292,1.59169,1.5142,0.0002576,0.0002576,0.0002576
90,50.9108,0.67675,0.98777,0.86754,0.80621,0.6,0.65693,0.28267,1.96899,1.60129,1.52945,0.0002378,0.0002378,0.0002378
91,54.7878,0.68827,1.24473,0.83886,0.80621,0.6,0.65693,0.28267,1.96899,1.60129,1.52945,0.000218,0.000218,0.000218
92,55.4338,0.67809,1.07848,0.83723,0.86191,0.63333,0.69266,0.27616,1.96893,1.59627,1.52802,0.0001982,0.0001982,0.0001982
93,55.9648,0.66382,1.23526,0.87783,0.86191,0.63333,0.69266,0.27616,1.96893,1.59627,1.52802,0.0001784,0.0001784,0.0001784
94,56.4938,0.76617,1.15674,0.88204,0.86328,0.63152,0.67831,0.25916,1.96685,1.57319,1.51658,0.0001586,0.0001586,0.0001586
95,57.0257,0.68644,1.22523,0.83239,0.86328,0.63152,0.67831,0.25916,1.96685,1.57319,1.51658,0.0001388,0.0001388,0.0001388
96,57.5688,0.61317,1.13463,0.88316,0.86307,0.63042,0.67454,0.26489,1.95846,1.58385,1.51762,0.000119,0.000119,0.000119
97,58.0968,0.61953,1.23006,0.91251,0.86307,0.63042,0.67454,0.26489,1.95846,1.58385,1.51762,9.92e-05,9.92e-05,9.92e-05
98,58.6468,0.60694,1.18975,0.85446,0.81755,0.59757,0.63882,0.26271,1.93624,1.59097,1.50493,7.94e-05,7.94e-05,7.94e-05
99,59.1738,0.68345,1.13476,0.87987,0.81755,0.59757,0.63882,0.26271,1.93624,1.59097,1.50493,5.96e-05,5.96e-05,5.96e-05
100,59.7088,0.68354,1.21862,0.90939,0.8173,0.59661,0.63853,0.2652,1.924,1.59046,1.50328,3.98e-05,3.98e-05,3.98e-05
